# Time-averaged data for fix energy_flux
# TimeStep f_11 f_12
996000 -11.8277 10.5033
997000 -12.2656 9.73576
998000 -11.404 8.99966
999000 -11.6761 9.5934
1000000 -12.2795 9.86964
1001000 -12.4539 10.5849
1002000 -12.6355 10.6501
1003000 -13.0972 10.5929
1004000 -12.8082 10.2764
1005000 -13.1595 10.2716
1006000 -13.3411 10.1764
1007000 -13.1339 9.60679
1008000 -12.3336 10.243
1009000 -12.2281 10.6425
1010000 -12.406 11.3359
1011000 -12.6446 10.902
1012000 -12.8875 11.5005
1013000 -12.5962 11.8165
1014000 -12.28 11.9235
1015000 -12.6399 11.6914
1016000 -12.15 11.1077
1017000 -13.3174 10.6248
1018000 -13.5513 10.5178
1019000 -13.229 10.0204
1020000 -12.1913 9.78707
1021000 -12.2197 9.08219
1022000 -13.1132 9.51411
1023000 -13.9966 10.0578
1024000 -12.8885 10.1184
1025000 -12.2936 10.8567
1026000 -13.503 10.4064
1027000 -13.1054 10.2213
1028000 -12.6955 9.61463
1029000 -13.2682 10.7256
1030000 -13.6154 12.0864
1031000 -12.6425 11.4708
1032000 -12.2586 9.98797
1033000 -12.0536 10.5127
1034000 -11.5865 10.2696
1035000 -11.5958 9.75434
1036000 -12.5816 10.6179
1037000 -12.4643 10.0994
1038000 -12.6 10.9288
1039000 -12.5153 10.3684
1040000 -12.0455 10.4595
1041000 -11.8741 9.88282
1042000 -11.8521 10.0485
1043000 -12.2658 9.89888
1044000 -12.0035 9.46069
1045000 -12.4694 9.9294
1046000 -11.6029 9.36858
1047000 -11.2584 9.31626
1048000 -11.3861 9.63584
1049000 -11.0834 9.88085
1050000 -11.2456 9.79201
1051000 -11.1901 10.0435
1052000 -11.4088 10.5842
1053000 -11.6906 10.8694
1054000 -11.3591 11.2236
1055000 -10.3549 11.4425
1056000 -10.7562 12.3352
1057000 -10.4598 13.3443
1058000 -9.57142 13.0434
1059000 -10.3731 12.6235
1060000 -11.2756 12.9232
1061000 -10.9704 13.4168
1062000 -12.3879 13.0195
1063000 -12.4069 12.9226
1064000 -12.5565 12.8434
1065000 -12.518 13.1006
1066000 -12.1134 13.5221
1067000 -12.0403 13.3925
1068000 -12.2428 13.3774
1069000 -11.6765 13.4988
1070000 -11.0436 12.6322
1071000 -11.6227 12.4736
1072000 -11.5094 12.7754
1073000 -11.4749 12.8354
1074000 -11.9731 13.2348
1075000 -11.7769 12.4928
1076000 -12.1107 12.1252
1077000 -12.7945 12.039
1078000 -12.6307 11.886
1079000 -13.1049 11.7558
1080000 -12.6711 12.0551
1081000 -11.9064 11.374
1082000 -12.2835 12.0531
1083000 -12.3678 11.8915
1084000 -12.2144 11.5173
1085000 -12.1351 12.1426
1086000 -11.9658 11.4955
1087000 -11.9641 12.0057
1088000 -12.3265 12.0282
1089000 -12.2939 11.4374
1090000 -12.0521 12.4992
1091000 -11.7386 11.5344
1092000 -11.7059 10.9243
1093000 -12.6959 10.1949
1094000 -11.8121 10.0827
1095000 -11.5022 9.78607
1096000 -11.4822 9.5913
1097000 -11.5218 9.91608
1098000 -12.0528 10.4861
1099000 -11.2067 10.7613
1100000 -10.8129 10.2376
1101000 -11.3286 10.0512
1102000 -11.1252 9.63255
1103000 -11.7409 10.3082
1104000 -10.5244 10.6949
1105000 -11.2285 10.7066
1106000 -11.8564 10.9388
1107000 -11.7094 10.8098
1108000 -11.0992 10.5304
1109000 -11.0365 10.4587
1110000 -12.1538 10.2835
1111000 -13.1362 10.1978
1112000 -12.4186 9.3382
1113000 -12.2006 8.82881
1114000 -12.26 8.84326
1115000 -12.5843 9.9223
1116000 -12.704 10.3629
1117000 -13.394 9.92687
1118000 -12.9263 10.5646
1119000 -12.1965 11.1824
1120000 -12.2335 11.196
1121000 -12.506 11.2256
1122000 -12.7883 11.1332
1123000 -12.6955 10.6619
1124000 -13.1365 10.2313
1125000 -13.1763 9.36484
1126000 -13.8185 9.43408
1127000 -14.3749 9.00008
1128000 -14.3699 8.6173
1129000 -13.7049 8.4423
1130000 -12.6662 8.79589
1131000 -13.6667 9.18979
1132000 -13.2455 9.86596
1133000 -13.4051 10.1084
1134000 -13.0562 10.1364
1135000 -13.6425 9.58961
1136000 -13.4731 8.67655
1137000 -12.8621 9.82765
1138000 -12.7684 10.2963
1139000 -12.278 10.5423
1140000 -12.4629 10.675
1141000 -12.3043 10.9376
1142000 -12.4205 10.5442
1143000 -12.5229 11.0269
1144000 -12.5708 12.297
1145000 -13.4592 12.3764
1146000 -13.4965 12.2096
1147000 -13.3471 12.6708
1148000 -13.315 12.5533
1149000 -12.9437 11.1779
1150000 -14.1432 10.7858
1151000 -14.3809 11.5269
1152000 -14.7283 11.2299
1153000 -15.1279 11.9597
1154000 -14.6905 11.9531
1155000 -14.8553 12.1328
1156000 -14.4366 12.3876
1157000 -14.2811 12.2407
1158000 -13.3206 11.8152
1159000 -13.3626 11.6179
1160000 -13.6904 11.5061
1161000 -14.2418 12.0851
1162000 -14.7281 11.4359
1163000 -14.4357 11.0606
1164000 -14.7999 11.1907
1165000 -14.2498 11.757
1166000 -14.4442 11.6249
1167000 -14.4613 11.8994
1168000 -14.4386 12.4541
1169000 -14.4076 11.8367
1170000 -13.6359 10.6248
1171000 -14.145 10.8809
1172000 -14.0532 11.4307
1173000 -14.4266 11.829
1174000 -14.6173 11.841
1175000 -13.8089 11.7197
1176000 -12.9299 10.9839
1177000 -12.9006 10.5522
1178000 -12.5416 10.9866
1179000 -12.3623 11.8066
1180000 -13.072 11.8718
1181000 -14.5132 12.0378
1182000 -14.3372 11.7574
1183000 -13.6689 12.1025
1184000 -13.6411 12.9938
1185000 -13.2797 13.6589
1186000 -12.5385 12.8286
1187000 -12.9198 12.1361
1188000 -12.7326 12.1689
1189000 -12.5489 12.4493
1190000 -12.3908 12.3778
1191000 -11.9571 11.8703
1192000 -11.8395 11.7256
1193000 -12.3563 11.5574
1194000 -11.7673 10.4485
1195000 -11.7538 11.0133
1196000 -11.9551 11.3333
1197000 -12.5099 11.2997
1198000 -12.1811 10.5653
1199000 -12.1365 10.9033
1200000 -11.9709 10.5124
1201000 -12.2167 11.263
1202000 -12.4479 10.8015
1203000 -13.0226 10.5608
1204000 -12.5098 11.1763
1205000 -11.5185 9.94482
1206000 -12.4146 9.03872
1207000 -12.4515 10.0182
1208000 -13.2991 10.2874
1209000 -13.6667 10.0492
1210000 -13.1062 10.3965
1211000 -12.517 9.51626
1212000 -13.1294 9.45983
1213000 -12.5626 9.53023
1214000 -12.3848 10.3287
1215000 -12.7207 10.0604
1216000 -12.9985 11.0729
1217000 -12.7494 11.8636
1218000 -13.1821 12.1523
1219000 -13.0976 11.8235
1220000 -13.0872 11.3074
1221000 -12.4183 10.918
1222000 -12.577 10.7758
1223000 -13.2334 9.71097
1224000 -13.598 9.11458
1225000 -13.5374 9.61505
1226000 -14.2019 10.1896
1227000 -13.9463 9.69287
1228000 -14.206 9.7264
1229000 -14.9094 8.91993
1230000 -15.4588 8.89519
1231000 -15.5329 9.11641
1232000 -15.44 9.09341
1233000 -14.7969 7.86063
1234000 -14.3636 8.31038
1235000 -14.4648 8.88955
1236000 -15.6154 9.28486
1237000 -15.301 8.67866
1238000 -15.8085 8.04665
1239000 -15.1798 7.53472
1240000 -14.7422 8.17619
1241000 -14.6509 7.3747
1242000 -15.4825 7.49557
1243000 -14.8161 7.74736
1244000 -14.8393 7.31106
1245000 -14.2641 7.07046
1246000 -15.0715 7.29958
1247000 -15.1737 8.36856
1248000 -14.9058 9.42723
1249000 -13.7042 9.71487
1250000 -14.6522 11.1368
1251000 -14.9989 10.5207
1252000 -15.1754 10.3083
1253000 -14.5276 10.1936
1254000 -14.5862 10.7801
1255000 -13.8768 10.7908
1256000 -13.2829 11.3978
1257000 -13.7973 10.9374
1258000 -14.1653 10.7745
1259000 -15.0475 11.2475
1260000 -15.3007 11.3747
1261000 -15.2389 11.3212
1262000 -14.621 11.5328
1263000 -15.387 12.6191
1264000 -15.4702 12.3724
1265000 -15.4387 11.8504
1266000 -15.7593 11.7868
1267000 -15.7452 11.2495
1268000 -15.1821 11.3308
1269000 -15.663 12.1744
1270000 -14.6487 12.3077
1271000 -13.8411 12.3327
1272000 -14.4159 12.0612
1273000 -14.248 11.8642
1274000 -14.6651 12.3503
1275000 -15.0208 11.5711
1276000 -14.4595 11.9934
1277000 -14.5861 12.0509
1278000 -14.7046 11.8087
1279000 -14.1313 11.6229
1280000 -14.351 12.1102
1281000 -15.1626 12.6047
1282000 -15.2784 12.601
1283000 -14.9067 12.7279
1284000 -15.2934 12.7071
1285000 -15.0752 12.9853
1286000 -13.939 13.2875
1287000 -14.5846 12.4256
1288000 -14.919 12.0407
1289000 -15.4001 11.7808
1290000 -16.0531 12.0855
1291000 -15.4952 11.5093
1292000 -15.2978 12.0733
1293000 -16.1034 12.6035
1294000 -16.4073 12.667
1295000 -16.9032 12.1595
1296000 -16.868 12.3968
1297000 -16.9835 12.9176
1298000 -17.011 13.4462
1299000 -16.0722 13.8707
1300000 -17.2305 13.471
1301000 -16.6873 13.1812
1302000 -16.5012 12.7808
1303000 -17.2905 12.573
1304000 -17.3877 11.4759
1305000 -16.8715 10.7296
1306000 -17.1341 10.9908
1307000 -16.5574 11.7045
1308000 -15.8563 11.2955
1309000 -15.7713 11.2916
1310000 -16.1793 12.3392
1311000 -15.8755 12.1014
1312000 -15.9774 13.3576
1313000 -15.292 13.5883
1314000 -15.3631 13.6576
1315000 -14.647 12.9612
1316000 -14.8212 12.8854
1317000 -15.074 12.3527
1318000 -14.8693 11.2091
1319000 -14.7788 10.4473
1320000 -15.5662 9.72934
1321000 -15.4272 9.41682
1322000 -16.2124 9.62954
1323000 -16.3483 8.80124
1324000 -16.132 9.05719
1325000 -16.8678 10.1365
1326000 -16.9101 10.1428
1327000 -16.6418 10.3769
1328000 -16.5412 10.7095
1329000 -16.585 10.3958
1330000 -16.4708 9.82596
1331000 -16.0322 9.62354
1332000 -16.0228 9.87598
1333000 -14.9072 10.1207
1334000 -14.862 10.4773
1335000 -15.4771 10.6962
1336000 -17.394 10.5614
1337000 -17.5366 10.7725
1338000 -16.2604 10.1811
1339000 -17.4828 9.00119
1340000 -17.0559 8.43544
1341000 -16.6154 8.39228
1342000 -16.296 8.13401
1343000 -16.0503 8.45138
1344000 -16.3014 8.8283
1345000 -16.635 9.24802
1346000 -16.2903 10.0676
1347000 -15.5742 9.44722
1348000 -15.8133 9.17574
1349000 -16.3709 9.13971
1350000 -16.1457 9.49087
1351000 -16.7249 9.49624
1352000 -17.0572 8.7979
1353000 -17.2411 8.49978
1354000 -16.9115 9.11635
1355000 -16.167 9.89402
1356000 -16.2734 9.7078
1357000 -16.8854 10.3973
1358000 -16.6713 10.1289
1359000 -16.0747 10.8157
1360000 -15.8244 10.9394
1361000 -16.2096 10.8226
1362000 -16.0723 11.092
1363000 -16.5345 11.6494
1364000 -17.2054 11.9623
1365000 -17.8532 11.6314
1366000 -17.0273 11.729
1367000 -16.8423 11.2344
1368000 -17.2543 10.8487
1369000 -17.3567 10.6964
1370000 -16.4841 11.1668
1371000 -16.424 11.9578
1372000 -16.492 13.1182
1373000 -17.308 12.7767
1374000 -16.8538 13.9974
1375000 -17.6727 13.0905
1376000 -16.862 12.7222
1377000 -17.0012 13.3966
1378000 -17.2959 12.7186
1379000 -17.1304 12.0167
1380000 -16.6488 11.7487
1381000 -16.4404 11.6918
1382000 -16.9015 11.5757
1383000 -16.7672 12.3069
1384000 -16.3551 11.4753
1385000 -17.2078 11.7852
1386000 -16.9467 9.74971
1387000 -17.1272 11.2026
1388000 -17.5747 11.7998
1389000 -17.7042 12.9834
1390000 -17.6272 12.4491
1391000 -16.8771 12.9069
1392000 -16.4696 12.3694
1393000 -17.0964 11.6019
1394000 -17.6654 12.1039
1395000 -17.392 11.7664
1396000 -17.9463 12.0314
1397000 -18.299 10.9857
1398000 -17.8396 11.1268
1399000 -17.0405 10.9331
1400000 -17.6288 11.5807
1401000 -18.0325 11.2514
1402000 -18.4227 11.4389
1403000 -18.443 11.413
1404000 -18.5164 10.9525
1405000 -17.4628 10.6711
1406000 -17.7348 11.1671
1407000 -17.4949 11.0205
1408000 -17.4038 11.0622
1409000 -17.7419 10.8353
1410000 -17.4268 11.1124
1411000 -16.8188 10.6654
1412000 -16.7239 10.7084
1413000 -17.6949 9.95453
1414000 -18.5022 9.88628
1415000 -17.194 9.76182
1416000 -17.2329 10.2101
1417000 -17.0907 11.0997
1418000 -16.9438 11.2522
1419000 -17.3838 11.3131
1420000 -17.2565 11.8784
1421000 -17.3481 12.3543
1422000 -17.8321 12.222
1423000 -17.6161 11.9523
1424000 -17.3723 11.7479
1425000 -17.539 11.6923
1426000 -17.8445 11.8453
1427000 -18.3996 11.229
1428000 -18.0431 10.8066
1429000 -18.6936 10.7007
1430000 -18.0185 10.0683
1431000 -17.5634 10.9016
1432000 -17.4978 11.3608
1433000 -17.4023 11.5191
1434000 -17.7976 11.6383
1435000 -17.8239 11.7092
1436000 -17.7279 13.1484
1437000 -18.4254 13.0244
1438000 -19.0316 12.8474
1439000 -18.5031 12.8857
1440000 -18.5804 13.7417
1441000 -18.7952 14.5046
1442000 -19.3689 14.8691
1443000 -18.8283 13.6349
1444000 -18.8768 13.8874
1445000 -19.4543 14.2419
1446000 -19.6698 13.6341
1447000 -19.4034 12.9755
1448000 -18.991 12.1442
1449000 -17.8662 12.2125
1450000 -18.4784 11.92
1451000 -18.7738 10.6218
1452000 -18.6122 10.7091
1453000 -18.44 10.6699
1454000 -18.3751 10.8807
1455000 -18.2581 10.7612
1456000 -17.52 10.5128
1457000 -17.2654 11.0442
1458000 -17.7273 12.6217
1459000 -17.6264 13.9822
1460000 -16.7358 13.8468
1461000 -17.1805 14.4312
1462000 -17.1563 13.7045
1463000 -17.5058 13.5825
1464000 -17.9947 13.2228
1465000 -18.3346 11.7248
1466000 -17.5787 11.6589
1467000 -18.9527 12.5675
1468000 -19.5036 13.3096
1469000 -18.8013 13.6584
1470000 -18.3707 13.6822
1471000 -17.6141 13.957
1472000 -17.915 13.9731
1473000 -18.1489 13.4966
1474000 -19.2325 14.4164
1475000 -18.1763 14.1342
1476000 -18.1551 14.7913
1477000 -17.7998 15.8394
1478000 -18.8108 16.1701
1479000 -18.5651 16.1011
1480000 -18.5765 14.2014
1481000 -18.9836 13.5078
1482000 -18.7443 13.7786
1483000 -18.6878 13.3052
1484000 -17.6549 13.0876
1485000 -17.3185 12.6599
1486000 -18.1422 12.0817
1487000 -18.0022 13.5399
1488000 -16.7472 12.9665
1489000 -17.5945 13.3887
1490000 -17.9608 12.8396
1491000 -17.8723 13.293
1492000 -17.3833 14.1369
1493000 -17.6236 14.5486
1494000 -17.6303 14.9751
1495000 -17.6393 14.7662
1496000 -17.8525 14.5843
1497000 -18.0101 13.1118
1498000 -18.3916 13.0686
1499000 -18.1305 13.1533
1500000 -17.9962 14.2185
1501000 -18.0893 14.5597
1502000 -17.6696 14.786
1503000 -18.3568 15.5756
1504000 -18.4423 15.9505
1505000 -17.5004 16.0223
1506000 -17.1504 15.2123
1507000 -18.432 16.0568
1508000 -17.7086 15.6965
1509000 -17.3368 16.2089
1510000 -17.4902 16.4132
1511000 -17.7795 16.2561
1512000 -19.0246 16.0028
1513000 -19.1428 15.1449
1514000 -19.6777 15.0554
1515000 -19.0311 15.1856
1516000 -17.9925 15.2839
1517000 -17.9476 14.8428
1518000 -18.2203 14.375
1519000 -19.0557 14.1904
1520000 -18.9287 14.5174
1521000 -18.3677 14.4516
1522000 -18.7468 14.7624
1523000 -19.5484 14.5526
1524000 -19.1109 14.2406
1525000 -19.0559 14.5646
1526000 -18.9854 14.5474
1527000 -19.5164 14.8559
1528000 -19.9102 15.0171
1529000 -19.1635 14.6766
1530000 -19.1072 13.333
1531000 -19.3452 14.3598
1532000 -20.1078 14.873
1533000 -19.9284 14.2016
1534000 -20.2492 13.2819
1535000 -20.5754 14.2165
1536000 -21.2006 14.3587
1537000 -20.9207 13.5349
1538000 -20.9914 14.4522
1539000 -20.0879 15.1701
1540000 -19.8177 14.8669
1541000 -19.5525 14.9016
1542000 -18.9744 14.8881
1543000 -18.7438 14.7033
1544000 -18.5998 14.3734
1545000 -18.5212 13.4243
1546000 -18.4723 12.8542
1547000 -19.3796 12.0626
1548000 -20.4447 12.1407
1549000 -19.5486 11.7437
1550000 -19.1287 12.4078
1551000 -19.4549 12.0521
1552000 -19.1106 12.132
1553000 -19.2739 11.6843
1554000 -20.1386 11.6296
1555000 -20.0247 11.7748
1556000 -20.0304 12.9758
1557000 -20.3484 12.3857
1558000 -19.7506 12.4736
1559000 -18.9152 11.9201
1560000 -18.7089 11.9477
1561000 -18.5104 12.1023
1562000 -19.9168 11.9085
1563000 -19.705 11.9396
1564000 -18.268 11.72
1565000 -18.5161 11.26
1566000 -18.7812 10.9511
1567000 -18.8172 10.5363
1568000 -19.0087 11.1351
1569000 -19.1401 11.117
1570000 -19.3024 11.0546
1571000 -18.9028 11.8688
1572000 -19.7225 11.7609
1573000 -20.3374 11.9848
1574000 -20.8984 11.8811
1575000 -21.1278 12.1813
1576000 -20.5235 12.693
1577000 -20.2627 12.1997
1578000 -21.1812 12.8679
1579000 -21.7181 13.2867
1580000 -21.5067 12.5175
1581000 -20.6834 13.1564
1582000 -21.1708 13.2454
1583000 -21.1662 12.7899
1584000 -20.4062 13.15
1585000 -20.8647 12.765
1586000 -21.1931 12.4674
1587000 -21.798 12.1801
1588000 -21.4401 11.8036
1589000 -20.6931 12.0938
1590000 -20.6357 12.2652
1591000 -21.3431 12.9617
1592000 -21.4898 13.5501
1593000 -20.9511 14.375
1594000 -21.0121 15.8534
1595000 -21.5198 16.0252
1596000 -21.5693 15.831
1597000 -21.3524 16.7497
1598000 -21.4784 16.778
1599000 -20.5581 16.3221
1600000 -20.453 15.044
1601000 -20.0783 15.4405
1602000 -20.2351 15.7184
1603000 -20.9215 15.6913
1604000 -20.8148 15.8974
1605000 -20.7296 16.0632
1606000 -19.8673 16.2729
1607000 -20.0016 15.3077
1608000 -19.8644 14.7911
1609000 -20.1386 14.4469
1610000 -20.0666 15.3434
1611000 -20.8031 15.1664
1612000 -20.5968 16.0243
1613000 -20.2813 16.2675
1614000 -20.3981 16.423
1615000 -19.959 16.8403
1616000 -20.6516 17.6247
1617000 -20.6048 17.5631
1618000 -20.4702 17.2682
1619000 -19.8838 16.3524
1620000 -20.2866 16.3171
1621000 -20.3019 17.0275
1622000 -19.5083 16.9879
1623000 -19.5622 16.6874
1624000 -19.9485 17.0254
1625000 -19.8718 17.1561
1626000 -19.711 16.8482
1627000 -19.1834 16.5126
1628000 -18.8859 16.8225
1629000 -20.1108 17.3669
1630000 -20.7236 17.5535
1631000 -20.8529 16.9112
1632000 -20.8388 15.978
1633000 -20.2159 15.8165
1634000 -20.7986 16.0683
1635000 -21.2041 16.8269
1636000 -19.9887 15.7979
1637000 -20.2544 15.8195
1638000 -19.4547 15.9
1639000 -19.4107 16.0176
1640000 -19.9413 17.5495
1641000 -20.2824 17.9442
1642000 -19.7612 17.8235
1643000 -19.4684 17.8334
1644000 -19.063 17.927
1645000 -19.1311 18.008
1646000 -19.5763 18.771
1647000 -19.5878 19.2281
1648000 -18.7118 19.5279
1649000 -18.5456 19.6824
1650000 -18.3636 19.4129
1651000 -19.3043 19.2542
1652000 -19.8748 19.1166
1653000 -19.3065 19.0659
1654000 -19.9322 18.6124
1655000 -20.1496 17.944
1656000 -19.5183 17.3151
1657000 -19.3929 17.533
1658000 -20.1316 16.3678
1659000 -20.3807 15.6475
1660000 -19.9257 15.349
1661000 -19.326 16.024
1662000 -19.3465 15.8115
1663000 -18.861 14.8486
1664000 -19.1094 15.3849
1665000 -19.3549 15.4867
1666000 -19.7483 15.1923
1667000 -19.5884 14.7067
1668000 -19.6591 14.689
1669000 -20.7592 14.4321
1670000 -20.4611 15.0868
1671000 -20.4351 15.9273
1672000 -20.0837 16.4574
1673000 -19.4893 16.5551
1674000 -19.6954 15.9128
1675000 -20.0424 14.7566
1676000 -19.761 13.0766
1677000 -19.8736 12.5525
1678000 -19.8661 12.3959
1679000 -20.4488 12.5622
1680000 -21.1954 14.2384
1681000 -20.8186 15.4431
1682000 -20.4306 16.4262
1683000 -20.6745 16.5261
1684000 -21.1571 16.5903
1685000 -21.4249 17.2162
1686000 -21.9682 16.0316
1687000 -21.2584 16.0272
1688000 -21.2837 15.4774
1689000 -21.1444 15.5941
1690000 -21.0609 15.2412
1691000 -20.878 14.5493
1692000 -20.8136 14.3712
1693000 -20.6422 13.9532
1694000 -21.0925 14.4128
1695000 -20.627 14.137
1696000 -20.3142 13.38
1697000 -20.5569 13.3646
1698000 -20.6552 12.9472
1699000 -20.2904 12.7481
1700000 -20.2687 12.1335
1701000 -20.228 12.0417
1702000 -20.093 12.353
1703000 -20.0736 12.4302
1704000 -19.8003 12.8091
1705000 -20.2395 12.633
1706000 -21.4576 13.7941
1707000 -21.7942 13.0606
1708000 -22.2537 13.4182
1709000 -20.9635 13.7314
1710000 -20.7087 13.4151
1711000 -20.1734 12.51
1712000 -20.6835 12.448
1713000 -20.9855 13.0485
1714000 -21.1285 12.9614
1715000 -21.2714 13.7415
1716000 -21.2301 15.5785
1717000 -20.4367 15.0129
1718000 -20.9538 15.3088
1719000 -20.7071 15.2999
1720000 -21.7065 13.9909
1721000 -21.7256 13.976
1722000 -21.6465 14.7166
1723000 -21.2541 15.0134
1724000 -20.8809 15.0698
1725000 -20.5516 15.263
1726000 -21.6289 14.9932
1727000 -21.7291 15.4481
1728000 -21.1986 15.8311
1729000 -21.1042 15.1819
1730000 -20.5883 15.9903
1731000 -21.3084 16.2454
1732000 -21.9861 16.8904
1733000 -22.104 16.4428
1734000 -21.9205 16.476
1735000 -22.019 16.6803
1736000 -21.4182 16.0513
1737000 -21.1299 15.6924
1738000 -21.1241 15.7045
1739000 -21.5663 14.5048
1740000 -20.9836 14.454
1741000 -21.822 15.5976
1742000 -22.3519 16.0822
1743000 -22.4801 16.5825
1744000 -22.3797 15.8256
1745000 -22.3123 16.2981
1746000 -21.8231 16.472
1747000 -21.9698 15.376
1748000 -21.819 15.2195
1749000 -22.0966 16.3985
1750000 -21.6598 16.2696
1751000 -21.4032 16.3667
1752000 -20.7597 16.462
1753000 -20.4569 16.035
1754000 -20.3772 15.91
1755000 -20.7163 15.8113
1756000 -20.2928 14.5415
1757000 -19.5972 13.8209
1758000 -20.1703 13.0115
1759000 -19.6234 12.1844
1760000 -19.4058 13.4124
1761000 -19.8318 12.726
1762000 -20.0308 12.8554
1763000 -20.2368 13.1303
1764000 -19.295 12.5194
1765000 -19.1163 13.8907
1766000 -19.6172 14.4074
1767000 -20.5819 14.2789
1768000 -20.1461 14.8465
1769000 -19.9998 15.0717
1770000 -20.7343 14.5924
1771000 -21.5544 14.6421
1772000 -22.0145 14.1099
1773000 -21.3936 13.6844
1774000 -21.2014 14.0084
1775000 -21.4504 12.8487
1776000 -21.833 13.0922
1777000 -20.8241 12.9071
1778000 -20.8684 13.1906
1779000 -20.1209 12.5045
1780000 -20.6659 11.7579
1781000 -21.8134 12.5306
1782000 -22.6657 12.6863
1783000 -21.6192 12.9533
1784000 -21.6185 13.3387
1785000 -20.9348 13.5296
1786000 -21.1471 12.6947
1787000 -20.8517 12.786
1788000 -20.861 12.8297
1789000 -21.694 12.8734
1790000 -22.6923 13.8091
1791000 -22.4491 13.3291
1792000 -22.0632 14.1244
1793000 -21.3608 14.9305
1794000 -21.5628 14.7198
1795000 -21.572 14.8748
1796000 -20.8654 14.1375
1797000 -21.0399 13.7566
1798000 -21.919 13.1366
1799000 -22.3703 13.5101
1800000 -21.807 14.1045
1801000 -22.4683 14.1232
1802000 -22.2024 14.0837
1803000 -22.5377 14.2479
1804000 -22.9771 13.1817
1805000 -23.2663 13.1345
1806000 -22.0418 13.651
1807000 -22.6415 14.5847
1808000 -22.4923 14.7358
1809000 -21.9733 14.3994
1810000 -20.9339 14.7916
1811000 -21.2844 14.7196
1812000 -21.6554 14.2115
1813000 -21.223 14.2283
1814000 -22.1757 13.9757
1815000 -22.6543 14.6645
1816000 -22.6085 13.7159
1817000 -22.8326 13.9725
1818000 -22.5744 13.7971
1819000 -22.426 13.4124
1820000 -21.9086 14.0052
1821000 -21.3599 14.266
1822000 -21.795 14.8413
1823000 -21.8254 14.505
1824000 -21.5693 13.6428
1825000 -22.0503 13.9075
1826000 -22.8759 14.4498
1827000 -22.3947 14.2895
1828000 -21.9917 13.2887
1829000 -22.3842 13.022
1830000 -23.4007 14.1561
1831000 -23.6825 13.2131
1832000 -23.8032 14.2778
1833000 -23.3896 14.3145
1834000 -23.4859 13.9047
1835000 -23.3569 14.5095
1836000 -23.5844 15.1183
1837000 -22.8367 15.5599
1838000 -22.9574 15.8717
1839000 -22.7038 15.3203
1840000 -22.3252 15.1615
1841000 -22.4371 15.6853
1842000 -22.5521 15.4559
1843000 -22.7959 15.5216
1844000 -23.1021 16.2797
1845000 -23.2866 16.1066
1846000 -23.7896 16.1939
1847000 -24.4429 15.8762
1848000 -24.9046 17.9697
1849000 -24.3506 17.4773
1850000 -24.347 16.6985
1851000 -24.1349 15.6933
1852000 -24.1603 15.8527
1853000 -23.6661 16.2354
1854000 -24.3359 16.0968
1855000 -24.2057 14.4111
1856000 -23.4655 14.2127
1857000 -23.4146 14.4455
1858000 -23.5318 14.3546
1859000 -22.9397 14.9556
1860000 -22.8023 15.812
1861000 -23.4503 16.5578
1862000 -23.3421 16.6847
1863000 -24.0448 16.7951
1864000 -23.7581 16.5219
1865000 -23.3028 17.0586
1866000 -24.3003 17.1452
1867000 -23.6693 17.4729
1868000 -23.7514 19.0515
1869000 -23.8667 19.1929
1870000 -24.2011 18.8729
1871000 -24.962 19.6948
1872000 -24.9372 19.5559
1873000 -24.4252 17.9177
1874000 -24.5541 17.7092
1875000 -24.1338 17.3386
1876000 -23.661 17.4909
1877000 -23.7289 17.7147
1878000 -24.5027 17.827
1879000 -24.2481 17.7259
1880000 -24.0301 17.5797
1881000 -23.2024 17.8391
1882000 -24.6689 17.905
1883000 -24.4878 18.4746
1884000 -23.6276 19.5866
1885000 -23.536 18.2587
1886000 -23.9199 17.7504
1887000 -24.0857 16.5024
1888000 -23.2599 15.9454
1889000 -22.9815 15.9765
1890000 -23.4623 16.6745
1891000 -23.7266 16.0712
1892000 -23.7314 15.1833
1893000 -23.1605 14.4598
1894000 -23.2031 13.8702
1895000 -23.7455 14.2666
1896000 -23.2215 15.1876
1897000 -22.3822 15.0851
1898000 -22.3919 16.0011
1899000 -22.1857 15.2959
1900000 -22.6005 14.4835
1901000 -22.3575 14.414
1902000 -22.6544 14.3509
1903000 -22.9097 14.3978
1904000 -23.667 14.6888
1905000 -23.8873 15.6528
1906000 -23.4704 15.4419
1907000 -23.1217 15.7101
1908000 -23.7994 15.6448
1909000 -23.4835 15.8276
1910000 -23.6068 15.6118
1911000 -23.2885 15.8432
1912000 -24.0158 15.9008
1913000 -23.4853 15.4326
1914000 -22.8417 16.229
1915000 -22.4337 16.6425
1916000 -22.4302 16.4493
1917000 -22.7902 16.4066
1918000 -22.8225 16.6302
1919000 -22.4254 16.8353
1920000 -23.0991 15.6636
1921000 -22.9974 16.6715
1922000 -22.8726 17.1152
1923000 -23.0971 17.2743
1924000 -23.0417 17.9502
1925000 -22.5611 18.9639
1926000 -22.2296 18.413
1927000 -22.6746 18.6243
1928000 -21.8806 17.7799
1929000 -21.5605 17.2812
1930000 -21.6769 17.459
1931000 -21.559 16.6456
1932000 -21.009 16.0569
1933000 -21.4829 15.7061
1934000 -20.8936 16.5179
1935000 -21.2141 17.6446
1936000 -21.466 18.4112
1937000 -21.9608 19.3278
