# LAMMPS data file written by OVITO Basic 3.7.12
2920 atoms
2 atom types
0.0 7.5809845924 xlo xhi
0.0 15.1619691849 ylo yhi
0.0 210.531900 zlo zhi 

Masses
 
1 12.0107  # C
2 26.981538  # Al

 
Atoms  # atomic

1	1	7.377766	1.152203	0.902538
2	1	7.382737	15.141384	1.874481
3	1	1.054872	15.102273	2.743557
4	1	1.017188	0.798297	0.102932
5	1	2.259768	1.129609	0.920702
6	1	2.291009	15.129439	1.849532
7	1	3.564682	0.038835	2.656317
8	1	3.541847	0.880410	0.087223
9	1	4.858806	1.237130	0.887594
10	1	4.837938	0.057461	1.839509
11	1	6.116183	0.020728	2.675989
12	1	6.116576	0.887897	0.082935
13	1	7.369267	3.884105	0.805158
14	1	7.396374	2.524002	1.693572
15	1	1.059757	2.465973	2.607167
16	1	1.108420	4.207607	0.117716
17	1	2.355743	3.755499	0.852524
18	1	2.313421	2.416740	1.686364
19	1	3.570148	2.538811	2.599835
20	1	4.842576	3.881203	0.858423
21	1	4.847048	2.549910	1.685478
22	1	6.109955	2.578279	2.594187
23	1	6.102410	4.347389	0.098846
24	1	7.377142	6.277142	0.896238
25	1	7.378174	5.086697	1.805375
26	1	1.026194	5.048005	2.700324
27	1	1.094571	5.910261	0.160522
28	1	2.320144	6.279142	0.949271
29	1	2.367930	5.019875	1.842287
30	1	3.561913	5.074357	2.722390
31	1	3.542543	6.703139	0.144086
32	1	4.820163	6.326581	0.930466
33	1	4.792077	5.106046	1.850055
34	1	6.139114	5.119654	2.673648
35	1	6.116367	5.974107	0.103122
36	1	7.412982	8.914334	0.900717
37	1	7.364129	7.595300	1.725520
38	1	0.997303	7.564164	2.682756
39	1	1.084797	9.159126	0.065189
40	1	2.276208	8.724043	0.908867
41	1	2.217715	7.498711	1.808986
42	1	3.520117	7.563940	2.696688
43	1	3.576240	8.353491	0.082969
44	1	4.859911	8.802103	0.953483
45	1	4.875425	7.570628	1.825272
46	1	6.126511	7.611075	2.648600
47	1	6.145458	9.196855	0.062399
48	1	7.457232	11.226171	0.831642
49	1	7.401100	10.109659	1.871522
50	1	1.062881	10.095363	2.712136
51	1	1.121427	10.871927	0.015469
52	1	2.413200	11.199606	0.773453
53	1	2.351685	10.028556	1.769146
54	1	3.573174	10.051382	2.649672
55	1	4.920305	11.257922	0.828083
56	1	4.824932	10.092095	1.814030
57	1	6.124926	10.139143	2.668096
58	1	6.184573	10.841776	0.050157
59	1	7.357589	13.975326	0.908230
60	1	7.409199	12.653120	1.647182
61	1	1.106681	12.597900	2.559534
62	1	1.028794	14.291119	0.090538
63	1	2.333550	13.978772	0.871277
64	1	2.364850	12.566778	1.637857
65	1	3.568840	12.606253	2.562334
66	1	3.590998	14.347979	0.023254
67	1	4.894878	14.017304	0.857272
68	1	4.857997	12.623156	1.632297
69	1	6.123866	12.616140	2.525880
70	1	6.112481	14.360163	0.069333
71	1	7.378396	1.264690	4.483447
72	1	7.354819	15.150996	5.365962
73	1	1.083992	0.027580	6.222923
74	1	1.057883	1.206061	3.607613
75	1	2.322899	1.313026	4.513344
76	1	2.334026	0.017315	5.339637
77	1	3.567024	0.007053	6.259343
78	1	3.603503	1.296224	3.615165
79	1	4.875128	1.291486	4.479560
80	1	4.817183	0.011442	5.343014
81	1	6.079781	15.140049	6.245687
82	1	6.113599	1.307959	3.564442
83	1	7.317212	3.763494	4.476833
84	1	7.357374	2.521792	5.361122
85	1	1.002772	2.557383	6.294662
86	1	0.985871	3.755501	3.578982
87	1	2.231609	3.830712	4.486617
88	1	2.232103	2.598569	5.421808
89	1	3.564506	2.580399	6.271167
90	1	3.514361	3.766191	3.589346
91	1	4.797572	3.775602	4.455001
92	1	4.861029	2.563634	5.367955
93	1	6.104651	2.522413	6.255750
94	1	6.076574	3.813397	3.578769
95	1	7.346480	6.328865	4.492776
96	1	7.334855	5.038200	5.373936
97	1	1.010685	5.059433	6.285347
98	1	0.990115	6.337534	3.641798
99	1	2.263505	6.367412	4.504783
100	1	2.258234	5.096999	5.397908
101	1	3.541822	5.086261	6.257953
102	1	3.531614	6.334113	3.630705
103	1	4.824863	6.361578	4.478729
104	1	4.807091	5.061446	5.347516
105	1	6.070568	5.058136	6.245519
106	1	6.109049	6.352776	3.595743
107	1	7.373842	8.862037	4.544498
108	1	7.353727	7.599785	5.403145
109	1	1.032898	7.605799	6.310091
110	1	1.033811	8.827860	3.631512
111	1	2.287265	8.869575	4.489203
112	1	2.286052	7.624261	5.388142
113	1	3.570766	7.605903	6.267637
114	1	3.523352	8.840308	3.576622
115	1	4.803539	8.901071	4.464934
116	1	4.815406	7.649844	5.363446
117	1	6.103016	7.584169	6.213548
118	1	6.120315	8.872137	3.583708
119	1	7.374772	11.368534	4.461888
120	1	7.394502	10.152264	5.419158
121	1	1.070247	10.152325	6.309120
122	1	1.054758	11.369243	3.556806
123	1	2.287849	11.375935	4.432219
124	1	2.281071	10.134610	5.352459
125	1	3.548840	10.088946	6.263723
126	1	3.550449	11.354805	3.531497
127	1	4.831345	11.360197	4.435608
128	1	4.841743	10.128821	5.355249
129	1	6.130359	10.115386	6.261549
130	1	6.102528	11.377341	3.568594
131	1	7.366225	13.874344	4.452176
132	1	7.389695	12.640555	5.334027
133	1	1.106588	12.643275	6.201351
134	1	1.073682	13.825180	3.568987
135	1	2.346750	13.857457	4.413200
136	1	2.345638	12.614273	5.320513
137	1	3.613865	12.564450	6.220462
138	1	3.573881	13.863112	3.524336
139	1	4.846891	13.864804	4.445616
140	1	4.878983	12.578321	5.341170
141	1	6.155726	12.626810	6.237259
142	1	6.108582	13.861190	3.541946
143	1	7.378396	1.264690	8.091447
144	1	7.354819	15.150996	8.973962
145	1	1.083992	0.027580	9.830923
146	1	1.057883	1.206061	7.215613
147	1	2.322899	1.313026	8.121344
148	1	2.334026	0.017315	8.947637
149	1	3.567024	0.007053	9.867343
150	1	3.603503	1.296224	7.223165
151	1	4.875128	1.291486	8.087560
152	1	4.817183	0.011442	8.951014
153	1	6.079781	15.140049	9.853687
154	1	6.113599	1.307959	7.172442
155	1	7.317212	3.763494	8.084833
156	1	7.357374	2.521792	8.969122
157	1	1.002772	2.557383	9.902662
158	1	0.985871	3.755501	7.186982
159	1	2.231609	3.830712	8.094617
160	1	2.232103	2.598569	9.029808
161	1	3.564506	2.580399	9.879167
162	1	3.514361	3.766191	7.197346
163	1	4.797572	3.775602	8.063001
164	1	4.861029	2.563634	8.975955
165	1	6.104651	2.522413	9.863750
166	1	6.076574	3.813397	7.186769
167	1	7.346480	6.328865	8.100776
168	1	7.334855	5.038200	8.981936
169	1	1.010685	5.059433	9.893347
170	1	0.990115	6.337534	7.249798
171	1	2.263505	6.367412	8.112783
172	1	2.258234	5.096999	9.005908
173	1	3.541822	5.086261	9.865953
174	1	3.531614	6.334113	7.238705
175	1	4.824863	6.361578	8.086729
176	1	4.807091	5.061446	8.955516
177	1	6.070568	5.058136	9.853519
178	1	6.109049	6.352776	7.203743
179	1	7.373842	8.862037	8.152498
180	1	7.353727	7.599785	9.011145
181	1	1.032898	7.605799	9.918091
182	1	1.033811	8.827860	7.239512
183	1	2.287265	8.869575	8.097203
184	1	2.286052	7.624261	8.996142
185	1	3.570766	7.605903	9.875637
186	1	3.523352	8.840308	7.184622
187	1	4.803539	8.901071	8.072934
188	1	4.815406	7.649844	8.971446
189	1	6.103016	7.584169	9.821548
190	1	6.120315	8.872137	7.191708
191	1	7.374772	11.368534	8.069888
192	1	7.394502	10.152264	9.027158
193	1	1.070247	10.152325	9.917120
194	1	1.054758	11.369243	7.164806
195	1	2.287849	11.375935	8.040219
196	1	2.281071	10.134610	8.960459
197	1	3.548840	10.088946	9.871723
198	1	3.550449	11.354805	7.139497
199	1	4.831345	11.360197	8.043608
200	1	4.841743	10.128821	8.963249
201	1	6.130359	10.115386	9.869549
202	1	6.102528	11.377341	7.176594
203	1	7.366225	13.874344	8.060176
204	1	7.389695	12.640555	8.942027
205	1	1.106588	12.643275	9.809351
206	1	1.073682	13.825180	7.176987
207	1	2.346750	13.857457	8.021200
208	1	2.345638	12.614273	8.928513
209	1	3.613865	12.564450	9.828462
210	1	3.573881	13.863112	7.132336
211	1	4.846891	13.864804	8.053616
212	1	4.878983	12.578321	8.949170
213	1	6.155726	12.626810	9.845259
214	1	6.108582	13.861190	7.149946
215	1	7.378396	1.264690	11.699447
216	1	7.354819	15.150996	12.581962
217	1	1.083992	0.027580	13.438923
218	1	1.057883	1.206061	10.823613
219	1	2.322899	1.313026	11.729344
220	1	2.334026	0.017315	12.555637
221	1	3.567024	0.007053	13.475343
222	1	3.603503	1.296224	10.831165
223	1	4.875128	1.291486	11.695560
224	1	4.817183	0.011442	12.559014
225	1	6.079781	15.140049	13.461687
226	1	6.113599	1.307959	10.780442
227	1	7.317212	3.763494	11.692833
228	1	7.357374	2.521792	12.577122
229	1	1.002772	2.557383	13.510662
230	1	0.985871	3.755501	10.794982
231	1	2.231609	3.830712	11.702617
232	1	2.232103	2.598569	12.637808
233	1	3.564506	2.580399	13.487167
234	1	3.514361	3.766191	10.805346
235	1	4.797572	3.775602	11.671001
236	1	4.861029	2.563634	12.583955
237	1	6.104651	2.522413	13.471750
238	1	6.076574	3.813397	10.794769
239	1	7.346480	6.328865	11.708776
240	1	7.334855	5.038200	12.589936
241	1	1.010685	5.059433	13.501347
242	1	0.990115	6.337534	10.857798
243	1	2.263505	6.367412	11.720783
244	1	2.258234	5.096999	12.613908
245	1	3.541822	5.086261	13.473953
246	1	3.531614	6.334113	10.846705
247	1	4.824863	6.361578	11.694729
248	1	4.807091	5.061446	12.563516
249	1	6.070568	5.058136	13.461519
250	1	6.109049	6.352776	10.811743
251	1	7.373842	8.862037	11.760498
252	1	7.353727	7.599785	12.619145
253	1	1.032898	7.605799	13.526091
254	1	1.033811	8.827860	10.847512
255	1	2.287265	8.869575	11.705203
256	1	2.286052	7.624261	12.604142
257	1	3.570766	7.605903	13.483637
258	1	3.523352	8.840308	10.792622
259	1	4.803539	8.901071	11.680934
260	1	4.815406	7.649844	12.579446
261	1	6.103016	7.584169	13.429548
262	1	6.120315	8.872137	10.799708
263	1	7.374772	11.368534	11.677888
264	1	7.394502	10.152264	12.635158
265	1	1.070247	10.152325	13.525120
266	1	1.054758	11.369243	10.772806
267	1	2.287849	11.375935	11.648219
268	1	2.281071	10.134610	12.568459
269	1	3.548840	10.088946	13.479723
270	1	3.550449	11.354805	10.747497
271	1	4.831345	11.360197	11.651608
272	1	4.841743	10.128821	12.571249
273	1	6.130359	10.115386	13.477549
274	1	6.102528	11.377341	10.784594
275	1	7.366225	13.874344	11.668176
276	1	7.389695	12.640555	12.550027
277	1	1.106588	12.643275	13.417351
278	1	1.073682	13.825180	10.784987
279	1	2.346750	13.857457	11.629200
280	1	2.345638	12.614273	12.536513
281	1	3.613865	12.564450	13.436462
282	1	3.573881	13.863112	10.740336
283	1	4.846891	13.864804	11.661616
284	1	4.878983	12.578321	12.557170
285	1	6.155726	12.626810	13.453259
286	1	6.108582	13.861190	10.757946
287	1	7.378396	1.264690	15.307447
288	1	7.354819	15.150996	16.189962
289	1	1.083992	0.027580	17.046923
290	1	1.057883	1.206061	14.431613
291	1	2.322899	1.313026	15.337344
292	1	2.334026	0.017315	16.163637
293	1	3.567024	0.007053	17.083343
294	1	3.603503	1.296224	14.439165
295	1	4.875128	1.291486	15.303560
296	1	4.817183	0.011442	16.167014
297	1	6.079781	15.140049	17.069687
298	1	6.113599	1.307959	14.388442
299	1	7.317212	3.763494	15.300833
300	1	7.357374	2.521792	16.185122
301	1	1.002772	2.557383	17.118662
302	1	0.985871	3.755501	14.402982
303	1	2.231609	3.830712	15.310617
304	1	2.232103	2.598569	16.245808
305	1	3.564506	2.580399	17.095167
306	1	3.514361	3.766191	14.413346
307	1	4.797572	3.775602	15.279001
308	1	4.861029	2.563634	16.191955
309	1	6.104651	2.522413	17.079750
310	1	6.076574	3.813397	14.402769
311	1	7.346480	6.328865	15.316776
312	1	7.334855	5.038200	16.197936
313	1	1.010685	5.059433	17.109347
314	1	0.990115	6.337534	14.465798
315	1	2.263505	6.367412	15.328783
316	1	2.258234	5.096999	16.221908
317	1	3.541822	5.086261	17.081953
318	1	3.531614	6.334113	14.454705
319	1	4.824863	6.361578	15.302729
320	1	4.807091	5.061446	16.171516
321	1	6.070568	5.058136	17.069519
322	1	6.109049	6.352776	14.419743
323	1	7.373842	8.862037	15.368498
324	1	7.353727	7.599785	16.227145
325	1	1.032898	7.605799	17.134091
326	1	1.033811	8.827860	14.455512
327	1	2.287265	8.869575	15.313203
328	1	2.286052	7.624261	16.212142
329	1	3.570766	7.605903	17.091637
330	1	3.523352	8.840308	14.400622
331	1	4.803539	8.901071	15.288934
332	1	4.815406	7.649844	16.187446
333	1	6.103016	7.584169	17.037548
334	1	6.120315	8.872137	14.407708
335	1	7.374772	11.368534	15.285888
336	1	7.394502	10.152264	16.243158
337	1	1.070247	10.152325	17.133120
338	1	1.054758	11.369243	14.380806
339	1	2.287849	11.375935	15.256219
340	1	2.281071	10.134610	16.176459
341	1	3.548840	10.088946	17.087723
